date,Prefecture,Suicide,Wellbing,Worry,Boredom,Contentment,Divorce,Impairment,Irritability,Loneliness,Panic,Sadness,Sleep,Stress,
2019-03-10,JP-10,53,0,10,0,0,10,30,0,0,0,0,22,22,
2019-03-11,JP-10,48,0,0,0,0,21,32,0,0,28,0,0,0,
2019-03-12,JP-10,87,0,0,0,0,21,49,0,0,0,0,23,47,
2019-03-13,JP-10,32,0,0,0,22,0,57,0,0,0,0,48,0,
2019-03-14,JP-10,16,7,0,0,0,30,24,0,0,0,0,24,71,
2019-03-15,JP-10,16,7,0,0,0,0,24,0,0,0,0,0,0,
2019-03-16,JP-10,8,0,0,0,0,10,46,0,0,0,0,0,23,
2019-03-17,JP-10,0,7,0,0,0,20,39,0,0,0,0,22,22,
2019-03-18,JP-10,16,0,0,0,0,21,24,0,0,0,0,0,0,
2019-03-19,JP-10,8,0,0,0,0,28,30,0,0,0,0,0,65,
2019-03-20,JP-10,16,0,0,0,0,0,59,0,0,29,0,0,72,
2019-03-21,JP-10,16,0,0,0,0,29,31,0,0,0,0,46,0,
2019-03-22,JP-10,16,0,10,0,0,10,32,0,0,0,0,0,0,
2019-03-23,JP-10,0,0,0,0,0,10,29,0,0,26,0,0,44,
2019-03-24,JP-10,0,12,0,0,0,24,26,0,0,24,0,20,20,
2019-03-25,JP-10,0,0,0,0,0,20,47,0,0,28,0,47,47,
2019-03-26,JP-10,8,0,0,0,0,10,40,0,0,28,0,23,0,
2019-03-27,JP-10,8,0,0,0,0,50,48,0,0,0,0,0,24,
2019-03-28,JP-10,0,0,0,0,0,10,32,0,0,28,0,0,23,
2019-03-29,JP-10,0,7,0,38,0,20,56,0,0,0,0,24,24,
2019-03-30,JP-10,8,7,0,0,0,20,30,0,0,0,0,22,0,
2019-03-31,JP-10,8,7,0,0,0,20,38,0,0,0,0,0,45,
2019-04-01,JP-10,8,0,10,0,0,10,63,0,0,0,0,22,67,
2019-04-02,JP-10,0,0,0,0,22,29,16,0,0,0,0,0,24,
2019-04-03,JP-10,0,0,0,0,0,0,65,0,0,0,0,24,0,
2019-04-04,JP-10,0,0,0,38,0,20,16,0,0,0,0,0,0,
2019-04-05,JP-10,8,0,0,0,0,10,39,0,0,0,0,0,24,
2019-04-06,JP-10,0,0,19,0,0,10,16,0,0,0,0,22,65,
2019-04-07,JP-10,0,0,0,0,22,29,23,0,0,0,100,23,23,
2019-04-08,JP-10,0,0,10,0,22,21,41,0,0,0,35,0,24,
2019-04-09,JP-10,9,0,0,0,0,0,9,0,0,0,0,0,24,
2019-04-10,JP-10,16,0,0,0,0,10,17,0,0,0,0,23,70,
2019-04-11,JP-10,9,0,0,0,0,32,17,0,0,0,37,74,49,
2019-04-12,JP-10,0,0,0,0,0,0,79,0,0,0,0,24,24,
2019-04-13,JP-10,0,0,10,0,22,0,39,0,0,0,0,23,46,
2019-04-14,JP-10,0,6,0,0,0,18,58,0,0,0,0,22,22,
2019-04-15,JP-10,0,0,11,38,0,41,58,0,0,0,0,25,50,
2019-04-16,JP-10,0,8,0,0,25,32,17,0,0,0,0,0,100,
2019-04-17,JP-10,8,0,0,0,0,0,17,0,0,0,0,0,0,
2019-04-18,JP-10,9,8,0,0,0,11,25,0,0,0,0,24,24,
2019-04-19,JP-10,16,0,0,43,0,22,43,0,0,30,0,0,50,
2019-04-20,JP-10,8,0,0,0,22,0,8,0,0,28,0,90,0,
2019-04-21,JP-10,7,6,0,0,0,10,38,0,0,25,0,0,0,
2019-04-22,JP-10,0,0,11,0,0,32,9,0,0,0,0,49,24,
2019-04-23,JP-10,0,0,0,0,0,0,17,0,0,0,0,0,25,
2019-04-24,JP-10,8,0,0,0,0,10,23,0,0,0,0,24,72,
2019-04-25,JP-10,0,0,0,0,0,10,55,0,0,0,0,24,24,
2019-04-26,JP-10,8,0,10,0,0,10,65,0,0,0,0,24,0,
2019-04-27,JP-10,23,0,0,0,0,20,16,0,0,0,0,0,45,
2019-04-28,JP-10,0,0,0,33,0,0,15,0,0,25,0,0,21,
2019-04-29,JP-10,14,0,0,0,0,0,36,0,0,25,0,21,21,
2019-04-30,JP-10,0,0,0,0,19,9,7,0,0,47,0,39,0,
2019-05-01,JP-10,27,6,0,0,0,0,47,0,0,24,0,0,40,
2019-05-02,JP-10,7,0,0,0,19,9,27,0,0,0,0,62,41,
2019-05-03,JP-10,0,0,0,0,0,27,21,0,0,0,0,20,0,
2019-05-04,JP-10,7,0,0,0,0,27,28,0,0,0,31,0,0,
2019-05-05,JP-10,14,6,0,0,0,0,21,0,0,0,0,42,21,
2019-05-06,JP-10,22,0,0,0,19,9,29,0,0,25,0,0,21,
2019-05-07,JP-10,0,0,0,0,0,0,83,0,0,30,0,49,25,
2019-05-08,JP-10,16,0,0,0,0,32,59,0,0,0,0,24,24,
2019-05-09,JP-10,0,0,0,0,0,20,0,0,0,0,0,0,23,
2019-05-10,JP-10,16,0,0,0,0,11,33,0,0,0,0,23,69,
2019-05-11,JP-10,15,0,0,0,0,38,30,0,0,53,0,22,22,
2019-03-10,JP-11,35,8,11,0,0,18,45,0,0,11,13,54,72,
2019-03-11,JP-11,58,0,12,0,0,50,50,0,0,0,29,20,40,
2019-03-12,JP-11,49,0,0,14,0,26,64,0,0,24,0,10,51,
2019-03-13,JP-11,49,9,0,0,0,17,88,0,0,37,31,10,52,
2019-03-14,JP-11,10,9,13,19,0,26,52,0,0,12,0,42,42,
2019-03-15,JP-11,40,9,13,0,0,22,34,0,0,62,15,31,41,
2019-03-16,JP-11,0,9,0,14,0,28,57,0,0,44,0,19,37,
2019-03-17,JP-11,36,0,0,0,8,34,61,0,0,23,0,9,37,
2019-03-18,JP-11,29,9,12,0,0,17,62,0,0,12,0,31,42,
2019-03-19,JP-11,45,8,11,0,0,20,31,0,0,23,0,10,58,
2019-03-20,JP-11,68,0,12,14,0,29,47,0,50,12,0,60,60,
2019-03-21,JP-11,43,8,22,0,0,26,39,0,0,32,13,9,55,
2019-03-22,JP-11,10,17,24,0,0,26,54,0,0,0,0,31,10,
2019-03-23,JP-11,52,8,22,0,0,30,33,0,0,0,0,19,19,
2019-03-24,JP-11,39,0,0,0,8,17,29,0,40,29,0,40,24,
2019-03-25,JP-11,0,9,0,0,8,21,66,0,0,12,0,20,80,
2019-03-26,JP-11,39,9,0,0,0,12,40,0,0,24,0,20,40,
2019-03-27,JP-11,19,0,12,0,8,38,50,0,50,25,0,10,62,
2019-03-28,JP-11,19,9,12,14,0,24,58,0,0,12,0,30,30,
2019-03-29,JP-11,0,0,0,0,8,21,50,0,0,12,0,40,30,
2019-03-30,JP-11,27,16,11,0,0,23,56,0,0,23,13,38,38,
2019-03-31,JP-11,36,0,11,0,0,15,64,0,0,23,28,37,28,
2019-04-01,JP-11,18,9,0,0,0,40,58,0,0,0,15,39,0,
2019-04-02,JP-11,10,9,24,0,0,37,35,0,0,36,15,39,49,
2019-04-03,JP-11,66,17,0,0,19,24,39,0,50,0,0,39,59,
2019-04-04,JP-11,28,9,0,0,0,23,69,0,0,0,0,38,29,
2019-04-05,JP-11,19,0,0,0,0,29,47,0,0,12,0,40,50,
2019-04-06,JP-11,17,0,22,0,8,30,24,0,0,11,0,9,27,
2019-04-07,JP-11,9,8,11,0,8,40,44,0,0,22,0,63,27,
2019-04-08,JP-11,19,9,0,14,8,16,39,0,0,12,15,40,30,
2019-04-09,JP-11,29,9,12,0,8,29,85,0,50,37,0,51,41,
2019-04-10,JP-11,0,9,0,0,8,34,88,0,0,12,0,31,20,
2019-04-11,JP-11,49,9,12,0,11,22,55,0,0,13,16,21,42,
2019-04-12,JP-11,49,9,12,33,0,26,64,0,0,12,0,21,21,
2019-04-13,JP-11,27,0,0,0,8,7,71,0,0,34,0,9,56,
2019-04-14,JP-11,57,15,0,0,0,28,42,0,0,52,25,43,26,
2019-04-15,JP-11,20,9,12,0,0,17,65,0,0,25,0,42,63,
2019-04-16,JP-11,0,0,12,0,11,9,86,0,0,0,0,41,52,
2019-04-17,JP-11,29,0,12,0,8,21,82,0,0,13,16,53,53,
2019-04-18,JP-11,10,0,25,0,0,38,48,0,0,25,0,0,53,
2019-04-19,JP-11,39,0,12,0,0,12,74,0,0,25,15,31,41,
2019-04-20,JP-11,26,8,0,0,8,26,42,0,0,22,26,18,18,
2019-04-21,JP-11,16,0,0,0,8,21,25,0,0,0,0,26,18,
2019-04-22,JP-11,29,9,0,0,0,29,66,0,50,24,0,61,61,
2019-04-23,JP-11,39,9,12,0,8,12,58,0,0,12,15,72,51,
2019-04-24,JP-11,29,9,12,48,0,21,59,0,0,12,15,30,30,
2019-04-25,JP-11,38,9,0,0,8,16,68,0,0,12,0,40,50,
2019-04-26,JP-11,19,9,12,0,0,4,64,0,0,12,15,10,50,
2019-04-27,JP-11,9,8,33,0,8,15,24,0,0,0,13,36,18,
2019-04-28,JP-11,9,8,11,0,0,11,36,0,0,22,0,0,9,
2019-04-29,JP-11,34,8,11,0,8,33,38,0,0,22,0,27,27,
2019-04-30,JP-11,16,7,0,0,0,17,45,0,0,31,13,9,17,
2019-05-01,JP-11,33,8,0,0,0,18,58,0,0,11,0,9,35,
2019-05-02,JP-11,70,8,22,0,8,7,42,0,0,0,0,27,54,
2019-05-03,JP-11,9,8,11,0,17,15,39,0,0,11,13,9,45,
2019-05-04,JP-11,84,0,0,0,17,29,32,0,0,11,0,62,9,
2019-05-05,JP-11,51,0,22,0,8,11,41,0,0,42,0,44,27,
2019-05-06,JP-11,81,15,21,0,8,13,62,0,0,20,0,51,17,
2019-05-07,JP-11,87,34,0,0,8,17,57,0,0,12,0,40,40,
2019-05-08,JP-11,20,0,0,0,19,21,61,0,0,24,15,41,41,
2019-05-09,JP-11,29,0,12,0,8,34,70,0,0,0,0,41,62,
2019-05-10,JP-11,10,9,24,0,0,17,80,0,0,49,0,10,21,
2019-05-11,JP-11,26,0,0,0,8,15,48,0,0,44,0,0,28,
2019-03-10,JP-12,47,0,20,0,8,11,28,0,0,0,0,27,18,
2019-03-11,JP-12,35,0,11,0,8,40,36,0,0,0,15,20,40,
2019-03-12,JP-12,36,23,0,0,28,29,66,0,50,0,0,40,100,
2019-03-13,JP-12,18,8,11,0,8,17,69,0,0,25,0,31,10,
2019-03-14,JP-12,64,9,23,0,8,24,47,0,0,12,0,10,21,
2019-03-15,JP-12,9,8,11,0,0,38,77,0,0,12,15,83,10,
2019-03-16,JP-12,82,7,21,0,8,27,98,0,0,34,0,47,28,
2019-03-17,JP-12,16,15,0,0,0,11,30,0,0,11,41,19,47,
2019-03-18,JP-12,9,24,0,0,0,26,33,0,0,12,0,20,31,
2019-03-19,JP-12,0,0,11,0,0,23,50,0,0,24,0,59,68,
2019-03-20,JP-12,27,0,0,14,8,29,50,0,0,0,15,41,51,
2019-03-21,JP-12,31,21,10,0,0,7,38,0,0,11,26,27,36,
2019-03-22,JP-12,9,16,11,14,0,12,55,0,0,12,15,39,30,
2019-03-23,JP-12,16,14,10,0,0,7,44,0,0,0,0,27,45,
2019-03-24,JP-12,22,0,9,0,0,13,34,0,0,0,0,40,49,
2019-03-25,JP-12,9,8,0,0,0,24,50,0,0,12,0,30,70,
2019-03-26,JP-12,26,8,11,0,0,32,35,0,0,24,0,10,30,
2019-03-27,JP-12,9,16,0,0,0,21,72,0,0,12,29,51,41,
2019-03-28,JP-12,43,8,11,0,0,21,29,0,0,24,15,20,30,
2019-03-29,JP-12,18,8,23,0,8,21,60,0,0,0,0,41,10,
2019-03-30,JP-12,8,0,10,14,0,22,21,0,0,0,13,9,46,
2019-03-31,JP-12,48,14,0,0,0,15,30,0,0,22,0,46,18,
2019-04-01,JP-12,35,8,0,0,0,55,51,0,0,0,0,20,20,
2019-04-02,JP-12,17,0,11,14,0,24,49,0,0,36,0,30,20,
2019-04-03,JP-12,9,0,11,14,8,33,47,0,50,12,0,31,31,
2019-04-04,JP-12,0,8,22,0,8,52,55,0,0,0,0,10,40,
2019-04-05,JP-12,27,16,0,0,0,28,49,0,0,12,0,20,30,
2019-04-06,JP-12,8,0,0,0,0,11,44,0,0,11,0,9,18,
2019-04-07,JP-12,0,7,0,0,8,17,42,0,0,11,13,18,26,
2019-04-08,JP-12,26,8,11,0,0,28,56,0,0,12,15,60,70,
2019-04-09,JP-12,18,8,11,0,0,4,57,0,0,12,29,51,61,
2019-04-10,JP-12,27,0,0,0,8,24,43,0,0,0,15,20,71,
2019-04-11,JP-12,28,0,0,0,0,26,79,0,0,0,0,84,53,
2019-04-12,JP-12,18,0,0,0,11,34,59,0,0,0,15,0,41,
2019-04-13,JP-12,9,8,0,0,8,20,46,0,0,0,28,0,57,
2019-04-14,JP-12,8,0,20,0,8,29,47,0,0,11,0,0,17,
2019-04-15,JP-12,63,0,11,0,8,21,58,0,0,25,0,41,21,
2019-04-16,JP-12,9,16,0,0,0,21,44,0,0,0,0,20,41,
2019-04-17,JP-12,28,9,12,0,8,12,51,0,0,13,0,32,32,
2019-04-18,JP-12,27,0,0,0,0,43,55,0,0,0,15,31,31,
2019-04-19,JP-12,36,9,35,0,19,38,34,0,0,37,0,10,52,
2019-04-20,JP-12,16,7,21,0,8,7,54,0,0,0,26,46,9,
2019-04-21,JP-12,16,27,0,0,0,15,43,0,0,20,0,35,9,
2019-04-22,JP-12,9,8,0,0,0,33,36,0,0,24,0,20,20,
2019-04-23,JP-12,0,9,0,0,0,21,70,0,0,12,0,42,31,
2019-04-24,JP-12,27,8,0,0,0,16,29,0,0,12,0,20,20,
2019-04-25,JP-12,9,16,0,0,0,12,40,0,0,0,0,20,40,
2019-04-26,JP-12,64,0,12,0,8,12,26,0,0,0,0,31,0,
2019-04-27,JP-12,8,0,20,0,0,11,23,0,0,22,0,27,18,
2019-04-28,JP-12,8,0,0,0,0,18,41,0,0,0,0,19,65,
2019-04-29,JP-12,39,0,0,0,0,15,29,0,0,0,13,35,27,
2019-04-30,JP-12,16,0,10,0,17,17,56,0,0,11,13,35,43,
2019-05-01,JP-12,30,0,0,0,0,15,48,0,0,11,13,35,35,
2019-05-02,JP-12,16,7,10,0,0,18,55,0,0,11,26,62,27,
2019-05-03,JP-12,16,0,10,0,0,26,38,0,0,22,26,27,89,
2019-05-04,JP-12,23,7,0,0,0,11,52,0,0,11,13,35,26,
2019-05-05,JP-12,69,0,0,0,0,24,25,0,0,0,0,9,35,
2019-05-06,JP-12,23,7,0,0,8,24,53,0,0,20,13,51,51,
2019-05-07,JP-12,27,8,11,0,19,21,33,0,0,12,0,10,31,
2019-05-08,JP-12,18,8,0,0,0,29,63,0,0,12,0,41,31,
2019-05-09,JP-12,44,0,0,0,0,17,50,0,0,0,0,41,51,
2019-05-10,JP-12,36,0,0,14,0,16,63,0,0,12,0,20,0,
2019-05-11,JP-12,31,0,0,0,0,18,32,0,0,32,13,18,36,
2019-03-10,JP-13,47,16,15,0,6,20,31,40,20,36,0,27,57,
2019-03-11,JP-13,28,7,10,0,8,16,30,20,0,41,0,46,73,
2019-03-12,JP-13,45,9,10,0,8,11,39,20,0,29,9,46,58,
2019-03-13,JP-13,43,11,19,0,6,15,98,40,0,26,4,49,49,
2019-03-14,JP-13,29,5,7,0,8,9,60,20,0,22,18,40,58,
2019-03-15,JP-13,20,13,19,10,3,15,36,20,0,30,4,31,62,
2019-03-16,JP-13,37,9,12,5,3,13,33,0,0,36,22,49,45,
2019-03-17,JP-13,45,19,8,0,3,18,21,20,0,13,6,60,60,
2019-03-18,JP-13,29,9,12,5,6,15,36,20,0,29,18,43,40,
2019-03-19,JP-13,31,6,15,5,3,13,42,20,0,14,22,38,100,
2019-03-20,JP-13,30,14,10,5,3,13,33,20,0,7,0,44,48,
2019-03-21,JP-13,45,30,8,0,3,16,38,20,0,8,10,37,55,
2019-03-22,JP-13,21,5,13,0,3,13,38,20,0,4,19,19,55,
2019-03-23,JP-13,16,11,12,5,8,11,31,20,0,14,0,46,65,
2019-03-24,JP-13,26,10,22,0,3,18,27,20,15,4,0,38,49,
2019-03-25,JP-13,25,16,19,5,6,15,36,20,0,53,4,56,72,
2019-03-26,JP-13,43,18,10,5,8,10,26,20,0,0,13,50,47,
2019-03-27,JP-13,46,21,16,5,8,18,31,0,0,12,4,42,51,
2019-03-28,JP-13,18,16,3,0,6,13,31,0,0,23,9,38,53,
2019-03-29,JP-13,39,12,7,5,6,15,30,20,15,28,15,42,72,
2019-03-30,JP-13,45,17,8,0,3,12,32,0,20,14,12,35,66,
2019-03-31,JP-13,31,11,12,10,3,13,30,20,0,10,16,50,46,
2019-04-01,JP-13,29,5,9,0,6,26,31,0,0,22,9,27,49,
2019-04-02,JP-13,29,13,10,0,6,21,29,20,0,18,13,46,65,
2019-04-03,JP-13,23,5,12,0,6,16,37,40,0,32,4,64,55,
2019-04-04,JP-13,24,13,10,0,6,18,34,0,0,18,0,42,90,
2019-04-05,JP-13,43,9,13,5,11,18,38,0,0,22,4,28,55,
2019-04-06,JP-13,43,8,3,0,6,23,27,20,0,31,6,37,70,
2019-04-07,JP-13,24,13,11,0,3,23,37,20,0,22,16,41,85,
2019-04-08,JP-13,43,2,0,5,3,13,39,20,0,17,4,70,76,
2019-04-09,JP-13,19,9,2,0,8,18,43,0,0,23,15,55,86,
2019-04-10,JP-13,27,5,12,0,6,20,45,20,0,18,0,24,45,
2019-04-11,JP-13,19,9,9,0,3,11,42,0,0,29,13,57,54,
2019-04-12,JP-13,37,9,15,5,8,18,32,20,0,14,13,43,43,
2019-04-13,JP-13,34,11,20,5,3,12,33,20,0,18,6,19,74,
2019-04-14,JP-13,35,13,8,5,3,16,26,20,0,35,10,47,62,
2019-04-15,JP-13,36,19,3,0,14,12,42,0,0,29,9,38,76,
2019-04-16,JP-13,43,21,3,0,6,15,44,0,0,0,4,41,62,
2019-04-17,JP-13,48,11,7,0,8,16,41,0,0,7,9,59,56,
2019-04-18,JP-13,29,19,21,0,0,11,34,20,0,22,13,56,67,
2019-04-19,JP-13,34,6,9,0,3,11,35,0,0,14,13,39,78,
2019-04-20,JP-13,44,8,8,5,6,17,31,0,0,22,22,36,44,
2019-04-21,JP-13,49,20,11,10,6,12,35,0,0,25,10,32,53,
2019-04-22,JP-13,35,25,5,0,3,16,39,40,0,46,13,35,53,
2019-04-23,JP-13,19,17,12,0,3,13,34,0,0,35,22,47,62,
2019-04-24,JP-13,16,17,5,0,0,7,34,0,0,18,13,50,59,
2019-04-25,JP-13,26,11,15,0,6,9,33,0,0,20,9,52,46,
2019-04-26,JP-13,29,18,12,5,6,13,33,40,0,11,9,37,70,
2019-04-27,JP-13,23,7,16,0,6,11,27,20,0,16,9,48,71,
2019-04-28,JP-13,29,14,13,10,6,13,21,40,0,40,10,36,26,
2019-04-29,JP-13,25,2,7,0,3,20,35,40,0,4,4,45,48,
2019-04-30,JP-13,22,23,4,5,3,20,35,20,0,28,24,23,59,
2019-05-01,JP-13,67,17,8,5,3,15,40,20,0,19,0,47,55,
2019-05-02,JP-13,32,3,8,5,0,12,33,20,0,5,12,51,36,
2019-05-03,JP-13,23,17,10,0,6,13,20,20,0,28,7,23,60,
2019-05-04,JP-13,66,19,9,0,3,5,33,0,0,28,13,50,41,
2019-05-05,JP-13,69,3,9,0,6,9,15,20,0,28,34,45,59,
2019-05-06,JP-13,75,22,4,0,0,15,29,20,0,30,0,63,50,
2019-05-07,JP-13,46,5,31,0,8,18,49,20,0,16,10,59,69,
2019-05-08,JP-13,49,19,24,0,6,9,40,0,15,16,10,27,57,
2019-05-09,JP-13,25,15,0,5,6,15,35,0,0,32,4,31,86,
2019-05-10,JP-13,41,7,7,0,3,10,30,20,0,8,10,58,81,
2019-05-11,JP-13,49,9,0,0,0,16,29,20,0,16,0,30,39,
2019-03-10,JP-14,18,0,15,10,0,18,29,0,0,16,0,32,45,
2019-03-11,JP-14,32,17,16,10,0,20,43,0,0,34,10,42,28,
2019-03-12,JP-14,39,5,8,0,0,10,53,40,35,42,0,42,49,
2019-03-13,JP-14,40,23,16,0,6,22,98,40,0,34,0,50,57,
2019-03-14,JP-14,20,0,0,0,0,12,59,0,0,0,0,43,36,
2019-03-15,JP-14,20,6,0,10,6,21,64,0,0,26,0,22,29,
2019-03-16,JP-14,19,0,16,0,6,23,46,80,0,8,10,41,41,
2019-03-17,JP-14,13,28,24,0,6,21,40,0,0,41,0,27,68,
2019-03-18,JP-14,40,18,0,10,0,12,44,0,0,0,10,43,50,
2019-03-19,JP-14,25,5,16,0,0,18,48,80,0,8,10,14,47,
2019-03-20,JP-14,20,0,0,10,11,17,42,40,0,18,0,51,29,
2019-03-21,JP-14,36,33,15,0,11,18,52,40,0,24,19,46,39,
2019-03-22,JP-14,33,36,16,0,0,22,47,0,0,17,0,29,93,
2019-03-23,JP-14,25,5,8,0,6,30,31,0,0,8,10,20,27,
2019-03-24,JP-14,29,16,8,10,8,38,46,0,0,29,18,24,55,
2019-03-25,JP-14,33,12,0,0,6,29,43,40,0,0,0,35,43,
2019-03-26,JP-14,38,5,0,0,0,15,64,0,0,49,21,41,48,
2019-03-27,JP-14,20,0,9,0,6,15,35,40,0,17,0,100,50,
2019-03-28,JP-14,26,5,33,19,0,17,48,0,0,49,0,41,35,
2019-03-29,JP-14,20,6,9,0,0,32,39,40,0,17,43,14,50,
2019-03-30,JP-14,38,0,16,0,6,18,40,0,0,8,10,28,55,
2019-03-31,JP-14,25,11,0,0,6,34,31,0,0,0,10,47,40,
2019-04-01,JP-14,25,11,24,0,6,44,56,80,35,16,29,34,20,
2019-04-02,JP-14,20,6,9,0,11,17,44,80,0,0,10,43,50,
2019-04-03,JP-14,21,0,9,0,0,10,52,0,0,18,22,44,44,
2019-04-04,JP-14,45,17,8,0,11,27,44,40,0,8,0,35,49,
2019-04-05,JP-14,26,5,0,0,11,24,39,0,0,34,21,7,35,
2019-04-06,JP-14,6,11,0,0,0,35,45,0,0,41,0,54,14,
2019-04-07,JP-14,42,11,8,10,11,22,46,0,30,23,0,52,26,
2019-04-08,JP-14,25,11,0,0,0,28,47,0,0,0,0,61,47,
2019-04-09,JP-14,57,0,33,10,6,24,42,0,0,17,10,28,0,
2019-04-10,JP-14,32,12,16,10,11,5,54,0,0,0,31,34,14,
2019-04-11,JP-14,26,0,0,0,11,37,73,80,0,0,21,42,49,
2019-04-12,JP-14,26,18,16,10,0,15,51,80,0,67,21,49,49,
2019-04-13,JP-14,38,12,8,0,0,23,45,0,0,17,41,62,21,
2019-04-14,JP-14,42,11,0,0,19,13,53,80,0,23,9,57,45,
2019-04-15,JP-14,6,23,24,0,6,32,62,80,0,8,0,7,21,
2019-04-16,JP-14,26,12,16,0,0,7,69,40,0,25,21,35,21,
2019-04-17,JP-14,53,12,16,0,6,17,50,40,0,25,0,50,28,
2019-04-18,JP-14,13,12,0,0,0,24,60,0,0,0,10,21,56,
2019-04-19,JP-14,20,12,0,0,0,24,45,0,0,17,0,21,71,
2019-04-20,JP-14,24,11,15,10,0,21,43,40,0,16,19,52,20,
2019-04-21,JP-14,17,21,22,0,0,35,38,40,0,16,9,32,63,
2019-04-22,JP-14,6,17,0,0,6,23,55,40,0,16,10,40,54,
2019-04-23,JP-14,19,12,8,10,0,35,63,0,0,41,10,34,62,
2019-04-24,JP-14,25,5,8,0,0,15,68,0,0,8,0,34,47,
2019-04-25,JP-14,25,5,15,10,0,13,54,40,0,0,10,61,47,
2019-04-26,JP-14,39,0,9,0,0,17,47,40,0,0,0,28,21,
2019-04-27,JP-14,19,17,8,0,0,23,32,40,0,8,0,54,33,
2019-04-28,JP-14,6,23,0,10,11,16,26,0,0,17,21,21,41,
2019-04-29,JP-14,24,5,15,10,0,18,33,40,35,16,19,0,20,
2019-04-30,JP-14,24,16,15,10,0,23,43,80,0,16,38,26,26,
2019-05-01,JP-14,49,0,15,0,0,13,76,0,0,31,0,39,26,
2019-05-02,JP-14,19,11,8,10,0,34,52,0,0,24,19,20,47,
2019-05-03,JP-14,6,5,0,0,0,5,23,0,0,8,0,55,21,
2019-05-04,JP-14,87,0,15,10,6,11,37,40,0,24,29,47,53,
2019-05-05,JP-14,36,11,15,0,0,18,44,0,0,16,10,13,20,
2019-05-06,JP-14,60,5,0,0,14,29,39,0,0,0,0,58,45,
2019-05-07,JP-14,77,5,0,10,0,17,46,0,0,42,0,28,56,
2019-05-08,JP-14,58,17,8,0,0,24,51,0,0,17,0,14,63,
2019-05-09,JP-14,64,12,0,0,0,27,64,0,0,25,21,21,42,
2019-05-10,JP-14,33,0,9,10,0,22,59,0,0,8,0,70,77,
2019-05-11,JP-14,12,5,8,0,11,23,49,0,0,8,10,33,53,
2019-03-10,JP-15,0,0,0,0,0,18,21,0,0,0,0,0,0,
2019-03-11,JP-15,35,0,0,33,0,27,36,0,0,0,0,19,0,
2019-03-12,JP-15,17,0,22,0,0,18,30,0,0,47,28,19,0,
2019-03-13,JP-15,17,0,22,0,0,0,37,0,0,0,0,19,19,
2019-03-14,JP-15,17,0,22,33,0,9,44,0,0,23,0,38,38,
2019-03-15,JP-15,36,16,0,0,0,10,31,0,0,49,0,20,61,
2019-03-16,JP-15,35,0,0,0,0,0,29,0,0,0,0,0,37,
2019-03-17,JP-15,17,0,0,0,0,37,21,0,0,0,28,56,0,
2019-03-18,JP-15,19,0,24,0,0,10,48,0,0,25,0,21,41,
2019-03-19,JP-15,16,0,0,0,0,10,59,0,0,0,0,19,19,
2019-03-20,JP-15,0,17,0,0,0,39,31,0,0,24,0,0,0,
2019-03-21,JP-15,34,0,0,33,0,37,44,0,0,0,0,0,38,
2019-03-22,JP-15,0,0,0,0,0,28,45,0,0,0,0,0,0,
2019-03-23,JP-15,0,0,0,0,0,9,14,0,0,0,0,0,18,
2019-03-24,JP-15,0,0,0,0,0,24,25,0,0,0,0,16,16,
2019-03-25,JP-15,73,0,0,0,0,10,22,0,0,0,0,20,20,
2019-03-26,JP-15,18,0,0,0,0,10,53,0,0,0,0,19,19,
2019-03-27,JP-15,17,0,0,0,0,0,23,0,0,0,0,20,81,
2019-03-28,JP-15,0,0,0,0,0,18,53,0,0,0,0,19,0,
2019-03-29,JP-15,0,0,0,0,0,18,22,0,0,0,0,0,39,
2019-03-30,JP-15,0,0,0,0,22,0,62,0,0,0,0,0,20,
2019-03-31,JP-15,0,0,0,0,22,18,8,0,0,0,28,0,38,
2019-04-01,JP-15,0,16,0,0,0,0,22,0,0,0,0,19,19,
2019-04-02,JP-15,36,0,23,0,0,18,22,0,0,0,0,19,38,
2019-04-03,JP-15,17,0,22,0,0,10,46,0,0,0,0,20,39,
2019-04-04,JP-15,0,0,0,0,0,46,53,0,0,0,0,0,0,
2019-04-05,JP-15,0,17,24,0,0,20,30,0,0,0,0,0,20,
2019-04-06,JP-15,87,0,22,0,19,0,14,0,0,0,0,0,36,
2019-04-07,JP-15,16,0,0,0,0,0,21,0,0,22,0,36,36,
2019-04-08,JP-15,19,0,0,0,22,0,0,0,0,0,0,21,0,
2019-04-09,JP-15,0,0,0,0,0,10,32,0,0,25,0,41,21,
2019-04-10,JP-15,0,17,0,0,0,10,63,0,0,24,0,60,20,
2019-04-11,JP-15,19,0,49,0,0,40,40,0,0,0,0,0,21,
2019-04-12,JP-15,0,33,0,0,0,10,47,0,0,0,29,40,0,
2019-04-13,JP-15,0,0,0,0,0,20,22,0,0,47,29,0,0,
2019-04-14,JP-15,0,0,0,0,0,29,16,0,0,0,0,59,40,
2019-04-15,JP-15,19,0,0,0,0,0,39,0,0,0,0,0,0,
2019-04-16,JP-15,0,17,0,0,0,10,33,0,0,0,0,64,21,
2019-04-17,JP-15,0,0,0,0,0,10,41,0,0,0,0,84,21,
2019-04-18,JP-15,0,0,0,0,22,0,32,0,0,0,0,21,21,
2019-04-19,JP-15,59,0,0,0,44,10,63,0,0,24,0,60,40,
2019-04-20,JP-15,17,16,0,0,0,0,37,0,0,0,0,0,0,
