date,Prefecture,Suicide,Wellbing,Worry,Boredom,Contentment,Divorce,Impairment,Irritability,Loneliness,Panic,Sadness,Sleep,Stress,
2019-03-14,JP-06,40,0,0,0,0,43,67,0,0,37,0,0,62,
2019-03-15,JP-06,41,37,0,0,53,0,56,0,0,0,0,0,0,
2019-03-16,JP-06,0,0,48,0,0,0,0,0,0,0,0,0,32,
2019-03-17,JP-06,36,33,0,0,0,21,33,0,0,0,0,0,0,
2019-03-18,JP-06,41,0,0,0,53,0,19,0,0,0,0,0,33,
2019-03-19,JP-06,37,33,0,0,47,0,51,0,0,0,0,0,0,
2019-03-20,JP-06,0,0,0,0,0,0,0,0,0,42,0,0,0,
2019-03-21,JP-06,38,0,0,0,0,22,34,0,0,0,0,0,0,
2019-03-22,JP-06,39,0,0,0,0,23,19,0,0,0,0,0,0,
2019-03-23,JP-06,0,0,0,0,0,44,0,0,0,0,47,0,0,
2019-03-24,JP-06,0,0,0,0,0,0,31,0,0,0,0,0,0,
2019-03-25,JP-06,0,0,0,0,0,0,36,0,0,80,49,0,0,
2019-03-26,JP-06,0,0,0,0,0,22,36,0,0,0,0,0,33,
2019-03-27,JP-06,0,0,0,0,0,23,19,0,0,0,0,0,0,
2019-03-28,JP-06,0,0,50,0,0,23,38,0,0,0,0,35,0,
2019-03-29,JP-06,0,0,0,0,0,24,0,0,0,0,0,0,0,
2019-03-30,JP-06,0,0,0,0,0,0,0,0,0,0,0,0,0,
2019-03-31,JP-06,0,0,0,0,0,22,52,0,0,0,0,32,32,
2019-04-01,JP-06,0,0,0,0,0,73,20,0,0,0,0,0,36,
2019-04-02,JP-06,0,0,0,0,0,0,38,0,0,0,0,34,0,
2019-04-03,JP-06,0,37,0,0,0,0,58,0,0,0,0,0,35,
2019-04-04,JP-06,0,36,0,0,0,45,36,0,0,0,0,33,0,
2019-04-05,JP-06,40,0,0,0,0,0,19,0,0,0,0,0,0,
2019-04-06,JP-06,0,0,0,0,0,0,54,0,0,0,0,32,0,
2019-04-07,JP-06,0,0,0,0,0,22,18,0,0,0,0,0,0,
2019-04-08,JP-06,0,0,0,0,0,48,20,0,0,0,0,0,35,
2019-04-09,JP-06,0,0,0,0,56,24,39,0,0,0,0,72,0,
2019-04-10,JP-06,0,38,0,0,0,0,20,0,0,0,0,35,0,
2019-04-11,JP-06,0,0,54,0,0,24,20,0,0,0,0,0,35,
2019-04-12,JP-06,0,0,56,0,0,24,60,0,0,0,0,0,0,
2019-04-13,JP-06,43,0,54,0,0,91,0,0,0,0,0,0,0,
2019-04-14,JP-06,0,0,0,0,0,0,0,0,0,0,0,0,0,
2019-04-15,JP-06,0,0,0,0,0,49,20,0,0,0,0,0,36,
2019-04-16,JP-06,43,0,0,0,0,24,20,0,0,0,0,0,0,
2019-04-17,JP-06,43,0,0,0,0,0,61,0,0,0,0,0,0,
2019-04-18,JP-06,46,0,0,0,0,26,21,0,0,0,0,37,0,
2019-04-19,JP-06,41,0,0,0,0,24,0,0,0,0,0,0,0,
2019-04-20,JP-06,40,0,0,0,0,24,38,0,0,0,0,0,0,
2019-04-21,JP-06,0,0,0,0,0,0,53,0,0,0,0,0,0,
2019-04-22,JP-06,42,0,0,0,0,24,20,0,0,0,0,0,0,
2019-04-23,JP-06,0,0,0,0,56,24,20,0,0,0,0,36,0,
2019-04-24,JP-06,87,0,0,0,0,0,78,0,0,0,0,0,35,
2019-04-25,JP-06,0,0,51,0,0,0,20,0,0,0,0,0,37,
2019-04-26,JP-06,0,0,52,0,0,0,59,0,0,0,0,0,36,
2019-04-27,JP-06,0,0,0,0,50,22,18,0,0,0,0,0,0,
2019-04-28,JP-06,0,0,0,86,0,0,0,0,0,0,0,0,0,
2019-04-29,JP-06,0,0,0,0,0,0,32,0,0,0,0,0,59,
2019-04-30,JP-06,0,0,0,0,0,38,30,0,0,0,0,0,0,
2019-05-01,JP-06,0,0,41,0,0,0,46,0,0,0,0,0,0,
2019-05-02,JP-06,33,30,0,0,0,0,31,0,0,0,0,0,0,
2019-05-03,JP-06,0,0,0,0,0,0,17,0,0,0,0,0,0,
2019-05-04,JP-06,35,0,0,0,0,40,64,0,0,36,0,0,30,
2019-05-05,JP-06,36,0,0,0,0,41,33,0,0,0,0,0,0,
2019-05-06,JP-06,0,0,0,0,0,0,17,0,0,0,0,30,30,
2019-05-07,JP-06,39,0,0,0,0,49,98,0,0,0,0,0,36,
2019-05-08,JP-06,42,0,0,0,0,0,0,0,0,0,0,0,0,
2019-05-09,JP-06,0,0,0,0,0,46,75,0,0,0,0,34,0,
2019-05-10,JP-06,0,0,55,0,0,0,40,0,0,0,0,36,0,
2019-05-11,JP-06,0,0,0,0,0,23,0,0,0,0,0,0,35,
2019-03-10,JP-07,16,0,0,0,0,35,38,0,0,0,29,0,0,
2019-03-11,JP-07,32,0,0,0,0,0,10,0,0,49,0,0,41,
2019-03-12,JP-07,17,0,0,0,28,12,69,0,0,0,0,21,0,
2019-03-13,JP-07,16,15,0,0,0,0,95,0,0,25,0,0,0,
2019-03-14,JP-07,33,0,0,0,0,12,47,0,0,0,0,21,0,
2019-03-15,JP-07,0,0,0,0,0,12,21,0,0,0,0,0,22,
2019-03-16,JP-07,0,0,0,0,0,24,48,0,0,25,31,21,0,
2019-03-17,JP-07,32,0,20,0,0,23,0,0,0,0,0,0,0,
2019-03-18,JP-07,0,0,0,0,0,12,10,0,0,0,0,0,22,
2019-03-19,JP-07,0,14,0,0,0,11,55,0,0,0,0,0,41,
2019-03-20,JP-07,0,0,44,0,0,12,10,0,0,0,0,44,0,
2019-03-21,JP-07,16,14,0,0,0,11,9,0,0,24,0,0,41,
2019-03-22,JP-07,16,0,0,0,28,23,47,0,0,0,0,21,21,
2019-03-23,JP-07,16,0,20,0,0,0,19,0,0,0,29,0,0,
2019-03-24,JP-07,0,25,0,38,0,20,16,0,0,0,0,53,0,
2019-03-25,JP-07,16,30,0,0,0,12,29,0,0,0,0,0,41,
2019-03-26,JP-07,16,0,0,0,0,12,38,0,0,0,0,0,63,
2019-03-27,JP-07,0,0,0,0,0,24,49,0,0,0,0,21,21,
2019-03-28,JP-07,16,0,0,0,0,0,10,0,0,0,0,0,42,
2019-03-29,JP-07,0,0,0,0,0,0,49,0,0,0,0,22,44,
2019-03-30,JP-07,33,0,0,0,0,35,28,0,0,0,0,21,21,
2019-03-31,JP-07,16,0,0,0,0,0,39,0,0,0,0,0,20,
2019-04-01,JP-07,33,0,0,0,0,12,38,0,0,0,0,61,20,
2019-04-02,JP-07,0,0,0,0,0,12,59,0,0,0,0,42,0,
2019-04-03,JP-07,0,0,0,0,0,24,10,0,0,0,0,0,42,
2019-04-04,JP-07,0,0,0,0,0,24,49,0,0,24,0,0,61,
2019-04-05,JP-07,34,0,0,0,0,12,10,0,0,0,0,41,21,
2019-04-06,JP-07,0,14,0,0,25,11,27,0,0,0,0,21,0,
2019-04-07,JP-07,16,0,21,0,0,12,10,0,0,0,0,0,0,
2019-04-08,JP-07,32,0,0,0,0,23,65,0,0,0,0,0,22,
2019-04-09,JP-07,17,16,0,0,0,0,41,0,0,25,0,21,0,
2019-04-10,JP-07,16,15,0,0,0,12,29,0,0,0,0,22,0,
2019-04-11,JP-07,17,0,0,0,0,37,10,0,0,53,0,22,0,
2019-04-12,JP-07,17,0,22,0,0,26,30,0,0,0,0,0,23,
2019-04-13,JP-07,0,0,0,0,0,12,29,0,0,0,0,42,0,
2019-04-14,JP-07,16,0,0,48,0,12,10,0,0,25,0,21,21,
2019-04-15,JP-07,0,0,0,0,0,12,60,0,0,0,0,22,22,
2019-04-16,JP-07,69,0,0,0,0,26,80,0,0,26,32,22,66,
2019-04-17,JP-07,35,0,0,0,0,0,41,0,0,0,0,22,45,
2019-04-18,JP-07,0,0,0,0,0,38,40,0,0,0,0,21,21,
2019-04-19,JP-07,0,0,43,0,0,12,39,0,0,0,0,22,22,
2019-04-20,JP-07,0,0,0,0,81,12,10,0,0,25,0,0,0,
2019-04-21,JP-07,0,0,0,0,0,11,54,0,0,0,0,62,0,
2019-04-22,JP-07,0,0,0,0,0,24,0,0,0,28,0,0,23,
2019-04-23,JP-07,0,16,23,0,0,39,31,0,0,0,0,0,22,
2019-04-24,JP-07,0,0,0,0,0,37,60,0,0,0,0,0,41,
2019-04-25,JP-07,33,0,0,0,0,12,20,0,0,26,0,0,65,
2019-04-26,JP-07,50,0,21,0,0,0,20,0,0,0,0,0,22,
2019-04-27,JP-07,0,0,0,0,0,12,0,0,0,0,0,20,20,
2019-04-28,JP-07,0,14,0,0,0,11,0,0,0,0,0,21,0,
2019-04-29,JP-07,30,0,0,0,0,22,35,0,0,23,28,19,0,
2019-04-30,JP-07,14,0,0,0,0,29,16,0,0,0,0,17,17,
2019-05-01,JP-07,0,0,19,0,0,0,33,0,0,0,0,37,0,
2019-05-02,JP-07,0,0,0,0,0,11,34,0,0,0,0,0,0,
2019-05-03,JP-07,0,0,0,0,0,11,25,0,0,22,26,37,0,
2019-05-04,JP-07,15,0,0,0,25,0,9,0,0,0,0,0,38,
2019-05-05,JP-07,0,0,20,0,0,11,9,0,0,0,0,0,0,
2019-05-06,JP-07,46,0,0,0,0,0,44,0,0,0,0,19,58,
2019-05-07,JP-07,0,0,0,0,0,12,30,0,0,0,0,21,21,
2019-05-08,JP-07,0,0,0,0,0,12,20,0,0,0,0,0,22,
2019-05-09,JP-07,0,0,0,0,0,0,70,0,0,0,0,22,44,
2019-05-10,JP-07,0,0,22,0,0,63,41,0,0,0,0,0,22,
2019-05-11,JP-07,16,0,0,0,0,24,10,0,0,25,0,0,0,
2019-03-10,JP-08,7,0,0,0,19,17,27,0,0,0,0,17,17,
2019-03-11,JP-08,15,0,0,0,0,37,36,0,0,0,26,18,53,
2019-03-12,JP-08,15,0,10,0,0,0,37,0,0,0,26,71,71,
2019-03-13,JP-08,7,0,0,0,0,27,79,0,0,0,0,0,35,
2019-03-14,JP-08,15,7,0,0,0,18,51,0,0,0,0,18,36,
2019-03-15,JP-08,0,7,0,0,0,18,29,0,0,0,0,36,36,
2019-03-16,JP-08,7,0,9,0,0,17,21,0,0,0,0,0,17,
2019-03-17,JP-08,14,0,0,33,0,9,21,0,0,0,0,16,33,
2019-03-18,JP-08,8,7,0,0,0,27,21,0,0,22,0,55,18,
2019-03-19,JP-08,0,0,0,0,0,35,71,0,0,19,0,16,66,
2019-03-20,JP-08,8,0,0,0,0,9,36,0,0,0,0,0,18,
2019-03-21,JP-08,21,12,0,0,0,9,14,0,0,59,0,65,16,
2019-03-22,JP-08,23,0,0,0,0,17,42,0,0,0,0,17,35,
2019-03-23,JP-08,14,6,0,0,0,43,27,0,0,0,25,0,33,
2019-03-24,JP-08,13,17,8,0,0,45,42,0,0,0,0,0,15,
2019-03-25,JP-08,0,0,9,0,0,35,57,0,0,20,0,17,34,
2019-03-26,JP-08,7,6,0,0,0,27,44,0,0,0,0,0,52,
2019-03-27,JP-08,7,6,0,0,0,9,50,0,0,0,0,17,69,
2019-03-28,JP-08,7,0,0,0,0,27,29,0,0,20,25,84,50,
2019-03-29,JP-08,0,0,10,0,0,27,50,0,0,22,0,0,36,
2019-03-30,JP-08,15,0,9,0,19,9,34,0,0,0,0,0,17,
2019-03-31,JP-08,14,0,0,0,0,0,64,0,0,20,0,0,0,
2019-04-01,JP-08,7,0,0,0,0,52,35,0,0,0,0,17,0,
2019-04-02,JP-08,8,0,0,0,0,35,28,0,0,20,0,0,35,
2019-04-03,JP-08,8,0,28,0,0,45,64,0,0,0,26,18,18,
2019-04-04,JP-08,0,0,0,0,19,52,64,0,0,0,0,0,17,
2019-04-05,JP-08,7,0,0,0,0,17,70,0,0,20,0,34,86,
2019-04-06,JP-08,14,6,9,0,19,9,33,0,0,20,0,0,50,
2019-04-07,JP-08,0,6,0,0,0,34,41,0,0,0,49,17,50,
2019-04-08,JP-08,7,6,0,0,0,28,37,0,0,20,0,17,52,
2019-04-09,JP-08,23,0,0,0,19,18,29,0,0,0,0,18,18,
2019-04-10,JP-08,0,0,0,0,0,9,71,0,0,0,0,18,18,
2019-04-11,JP-08,8,0,0,0,0,28,46,0,0,23,28,19,19,
2019-04-12,JP-08,16,0,0,0,0,29,30,0,0,22,26,0,18,
2019-04-13,JP-08,29,0,0,0,19,9,85,0,0,42,0,17,17,
2019-04-14,JP-08,7,6,0,0,0,24,33,0,0,0,0,0,32,
2019-04-15,JP-08,0,0,0,0,0,10,29,0,0,0,26,55,37,
2019-04-16,JP-08,8,7,10,0,0,10,68,0,0,23,28,37,19,
2019-04-17,JP-08,8,0,0,0,0,37,59,0,0,23,0,19,77,
2019-04-18,JP-08,8,7,0,0,0,18,51,0,0,0,28,37,56,
2019-04-19,JP-08,8,0,0,0,0,28,29,0,0,22,0,18,18,
2019-04-20,JP-08,14,0,0,0,0,26,21,0,0,40,0,0,33,
2019-04-21,JP-08,7,6,0,0,0,23,38,0,0,0,0,0,0,
2019-04-22,JP-08,15,0,9,0,0,27,36,0,0,0,0,0,70,
2019-04-23,JP-08,0,0,0,0,0,18,60,0,0,22,53,73,18,
2019-04-24,JP-08,7,6,0,0,0,0,43,0,0,20,0,34,68,
2019-04-25,JP-08,15,0,0,0,0,18,58,0,0,0,0,52,52,
2019-04-26,JP-08,0,0,0,0,0,9,28,0,0,0,0,18,18,
2019-04-27,JP-08,0,0,0,0,19,33,60,0,0,19,0,48,16,
2019-04-28,JP-08,14,6,0,33,0,17,21,0,0,0,0,17,34,
2019-04-29,JP-08,13,6,16,0,0,40,45,0,0,0,24,0,0,
2019-04-30,JP-08,13,12,16,0,17,7,36,0,0,0,0,30,15,
2019-05-01,JP-08,32,0,8,0,0,16,44,0,0,0,0,31,15,
2019-05-02,JP-08,27,6,0,0,0,16,25,0,0,19,0,31,0,
2019-05-03,JP-08,7,0,9,0,0,0,33,0,0,0,24,32,16,
2019-05-04,JP-08,20,12,0,0,0,24,53,0,0,0,0,32,16,
2019-05-05,JP-08,49,0,0,0,0,0,46,0,0,0,0,0,0,
2019-05-06,JP-08,87,6,0,29,17,39,25,0,0,0,0,16,16,
2019-05-07,JP-08,29,0,19,0,0,38,53,0,0,0,26,0,18,
2019-05-08,JP-08,30,0,0,33,0,18,44,0,0,0,0,36,0,
2019-05-09,JP-08,37,0,10,0,19,27,59,0,0,0,0,0,18,
2019-05-10,JP-08,0,7,0,0,0,9,44,0,0,0,0,0,0,
2019-05-11,JP-08,7,0,0,0,0,9,41,0,80,40,0,0,33,
2019-03-10,JP-09,0,16,0,0,0,44,35,0,0,0,0,0,35,
2019-03-11,JP-09,19,0,0,0,0,60,10,0,0,23,0,19,19,
2019-03-12,JP-09,39,0,0,0,0,23,38,0,0,23,0,19,19,
2019-03-13,JP-09,79,0,0,0,0,12,39,0,0,0,0,20,40,
2019-03-14,JP-09,20,0,0,0,0,0,10,0,0,47,0,39,39,
2019-03-15,JP-09,0,0,0,0,0,24,78,0,0,24,0,20,39,
2019-03-16,JP-09,19,0,0,0,0,0,19,0,0,0,28,57,38,
2019-03-17,JP-09,18,0,0,0,0,22,36,0,0,23,0,0,56,
2019-03-18,JP-09,20,18,0,0,56,37,39,0,0,0,0,19,19,
2019-03-19,JP-09,18,33,0,0,25,33,9,0,0,0,0,18,36,
2019-03-20,JP-09,0,18,0,0,0,24,29,0,0,0,0,0,40,
2019-03-21,JP-09,0,17,0,0,0,0,27,0,0,0,0,0,0,
2019-03-22,JP-09,19,0,24,0,0,0,0,0,0,0,0,0,0,
2019-03-23,JP-09,0,0,0,0,0,0,26,0,0,0,0,0,71,
2019-03-24,JP-09,16,14,0,0,0,0,55,0,0,0,0,16,16,
2019-03-25,JP-09,39,17,0,0,0,23,38,0,0,0,0,0,19,
2019-03-26,JP-09,38,0,0,0,0,12,37,0,0,0,0,0,19,
2019-03-27,JP-09,19,0,0,0,0,35,19,0,0,0,0,19,19,
2019-03-28,JP-09,20,0,0,0,0,12,38,0,0,23,28,0,38,
2019-03-29,JP-09,0,0,0,0,0,35,38,0,0,0,0,39,20,
2019-03-30,JP-09,0,0,0,0,0,11,45,0,0,0,0,0,18,
2019-03-31,JP-09,53,0,0,0,0,11,26,0,0,22,26,36,0,
2019-04-01,JP-09,18,0,0,0,0,33,36,0,0,0,0,0,37,
2019-04-02,JP-09,0,0,0,0,0,24,20,0,0,24,0,0,20,
2019-04-03,JP-09,0,0,0,0,28,61,29,0,0,24,0,0,39,
2019-04-04,JP-09,38,34,24,0,0,12,28,0,0,0,0,0,0,
2019-04-05,JP-09,39,0,0,0,0,60,28,0,0,0,28,19,0,
2019-04-06,JP-09,0,33,23,0,0,22,71,0,0,0,26,91,0,
2019-04-07,JP-09,18,50,0,0,0,11,19,0,0,0,26,0,73,
2019-04-08,JP-09,19,0,0,0,28,12,48,0,0,0,0,0,0,
2019-04-09,JP-09,42,0,0,48,0,0,40,0,0,0,0,21,0,
2019-04-10,JP-09,41,0,0,0,0,37,29,0,0,0,0,20,40,
2019-04-11,JP-09,0,0,0,0,0,12,51,0,0,0,0,20,0,
2019-04-12,JP-09,0,0,0,0,31,26,72,0,0,0,0,20,0,
2019-04-13,JP-09,0,0,47,0,0,0,46,0,0,0,0,0,55,
2019-04-14,JP-09,0,0,0,0,0,11,54,0,0,0,0,35,35,
2019-04-15,JP-09,0,0,0,0,0,24,60,0,0,0,0,20,0,
2019-04-16,JP-09,41,18,0,0,0,24,29,0,0,0,0,20,0,
2019-04-17,JP-09,21,0,0,0,0,0,71,0,0,0,0,0,0,
2019-04-18,JP-09,0,0,0,0,0,12,39,0,0,0,0,20,20,
2019-04-19,JP-09,21,19,0,0,0,38,30,0,0,0,0,20,0,
2019-04-20,JP-09,0,0,0,0,0,11,27,0,0,0,28,19,37,
2019-04-21,JP-09,0,32,0,0,0,11,18,0,0,22,0,18,18,
2019-04-22,JP-09,0,0,0,0,0,12,48,0,0,24,0,20,0,
2019-04-23,JP-09,0,0,0,0,0,0,70,0,0,0,0,0,0,
2019-04-24,JP-09,20,18,0,0,0,12,59,0,0,0,0,19,95,
2019-04-25,JP-09,20,0,0,0,28,24,79,0,0,0,0,0,0,
2019-04-26,JP-09,58,0,0,0,0,24,28,0,0,0,0,0,20,
2019-04-27,JP-09,18,0,23,0,0,23,19,0,0,22,0,18,18,
2019-04-28,JP-09,36,0,0,0,0,11,35,0,0,0,0,0,53,
2019-04-29,JP-09,0,0,0,0,0,0,51,0,0,0,0,0,0,
2019-04-30,JP-09,0,0,0,0,0,0,24,0,0,0,0,16,32,
2019-05-01,JP-09,33,0,0,0,0,20,64,0,0,0,0,0,32,
2019-05-02,JP-09,17,0,0,43,0,11,42,0,0,0,0,16,16,
2019-05-03,JP-09,0,15,0,0,0,21,33,0,0,0,0,17,17,
2019-05-04,JP-09,69,0,0,0,0,11,25,0,0,58,0,16,0,
2019-05-05,JP-09,0,0,0,0,0,21,33,0,0,0,0,0,33,
2019-05-06,JP-09,87,0,0,0,0,21,34,0,0,0,0,34,17,
2019-05-07,JP-09,20,0,25,0,0,24,20,0,0,0,0,19,19,
2019-05-08,JP-09,0,18,25,0,0,12,29,0,0,0,29,0,20,
2019-05-09,JP-09,20,0,0,0,0,12,58,0,0,0,0,0,20,
2019-05-10,JP-09,0,18,25,0,0,37,60,0,0,0,0,0,20,
2019-05-11,JP-09,0,0,0,0,0,11,80,0,0,0,0,18,18,
2020-03-10,JP-10,17,0,0,0,23,35,35,0,0,56,32,19,0,
2020-03-11,JP-10,0,0,0,0,23,46,36,0,0,59,0,0,43,
2020-03-12,JP-10,36,0,0,0,0,9,82,0,0,28,0,0,0,
2020-03-13,JP-10,18,0,0,0,0,0,18,0,0,0,0,57,0,
2020-03-14,JP-10,0,17,0,0,0,8,51,0,0,0,0,18,0,
2020-03-15,JP-10,35,0,0,0,0,9,18,0,0,0,0,0,62,
2020-03-16,JP-10,36,0,0,45,0,9,45,0,0,28,0,0,41,
2020-03-17,JP-10,0,0,0,0,23,9,27,0,0,29,0,20,21,
2020-03-18,JP-10,18,18,0,0,0,19,28,0,0,88,0,20,0,
2020-03-19,JP-10,0,0,0,0,23,28,65,0,0,0,0,0,21,
2020-03-20,JP-10,0,0,20,0,0,8,33,0,0,0,0,0,19,
2020-03-21,JP-10,0,0,22,0,0,0,18,0,0,27,0,0,0,
2020-03-22,JP-10,33,33,20,0,21,17,84,0,0,27,0,18,0,
2020-03-23,JP-10,35,0,20,0,0,9,26,0,0,0,0,0,20,
2020-03-24,JP-10,0,0,22,0,0,0,63,0,0,0,0,0,20,
2020-03-25,JP-10,18,0,0,0,0,0,63,0,0,59,33,0,63,
2020-03-26,JP-10,19,0,0,0,0,10,48,0,0,0,0,20,21,
2020-03-27,JP-10,18,0,22,0,0,36,81,0,0,58,0,20,0,
2020-03-28,JP-10,0,17,0,0,0,25,25,0,0,0,30,36,19,
2020-03-29,JP-10,48,0,0,40,0,32,32,0,0,27,0,0,39,
2020-03-30,JP-10,17,0,0,0,0,17,78,0,0,0,0,38,41,
2020-03-31,JP-10,17,0,42,0,23,9,9,0,0,0,0,0,0,
2020-04-01,JP-10,17,0,0,0,0,0,26,0,0,27,0,18,19,
2020-04-02,JP-10,0,17,0,0,0,35,9,0,0,0,0,20,0,
2020-04-03,JP-10,0,0,20,0,0,9,26,0,0,0,0,0,20,
2020-04-04,JP-10,17,0,0,0,0,0,35,0,0,0,0,0,19,
2020-04-05,JP-10,34,0,0,0,21,17,34,0,0,0,0,0,40,
2020-04-06,JP-10,34,0,0,0,23,9,52,0,0,0,0,19,0,
2020-04-07,JP-10,0,0,20,0,0,17,51,0,0,0,0,37,40,
2020-04-08,JP-10,84,0,0,0,0,17,51,0,0,28,0,39,42,
2020-04-09,JP-10,17,17,0,0,0,17,69,0,0,0,0,0,19,
2020-04-10,JP-10,0,0,0,0,0,17,25,0,0,0,0,0,80,
2020-04-11,JP-10,0,0,18,0,0,8,39,0,0,26,0,0,19,
2020-04-12,JP-10,0,15,0,0,0,23,39,0,0,0,0,17,37,
2020-04-13,JP-10,31,0,37,0,0,0,24,0,0,0,0,17,19,
2020-04-14,JP-10,0,0,0,0,0,33,33,0,0,0,0,35,0,
2020-04-15,JP-10,32,0,0,0,0,0,41,0,0,27,0,18,19,
2020-04-16,JP-10,0,0,0,0,21,8,32,0,0,0,0,17,75,
2020-04-17,JP-10,0,0,0,0,0,8,63,0,0,0,0,0,36,
2020-04-18,JP-10,0,0,0,0,0,37,37,0,0,24,0,16,53,
2020-04-19,JP-10,0,0,0,0,0,31,31,0,0,0,0,33,18,
2020-04-20,JP-10,16,0,0,0,21,24,55,0,0,0,28,33,90,
2020-04-21,JP-10,0,0,0,0,0,24,32,0,0,0,0,33,18,
2020-04-22,JP-10,16,0,0,0,0,24,48,0,0,0,0,17,37,
2020-04-23,JP-10,0,15,18,40,0,23,15,0,0,0,0,33,53,
2020-04-24,JP-10,16,0,0,0,42,0,24,0,0,0,0,0,72,
2020-04-25,JP-10,47,32,0,0,42,24,8,0,0,0,0,0,19,
2020-04-26,JP-10,0,15,18,0,0,8,16,0,0,51,0,0,19,
2020-04-27,JP-10,0,0,0,0,0,15,23,0,0,0,0,0,18,
2020-04-28,JP-10,31,16,19,0,0,8,39,0,0,0,56,17,19,
2020-04-29,JP-10,0,0,0,0,0,16,39,0,0,26,0,51,19,
2020-04-30,JP-10,14,0,17,0,0,7,58,0,0,23,0,15,69,
2020-05-01,JP-10,16,0,0,40,0,31,71,0,0,0,28,33,18,
2020-05-02,JP-10,32,0,0,0,0,8,32,0,0,0,0,0,37,
2020-05-03,JP-10,0,0,19,0,0,24,72,0,0,26,0,17,19,
2020-05-04,JP-10,30,0,0,35,0,30,60,0,0,24,0,16,18,
2020-05-05,JP-10,14,0,0,0,0,21,14,0,0,0,0,15,49,
2020-05-06,JP-10,14,0,0,0,0,0,42,0,0,0,0,0,83,
2020-05-07,JP-10,16,16,0,0,0,16,48,0,0,0,0,51,19,
2020-05-08,JP-10,32,0,19,0,0,24,64,0,0,26,0,17,19,
2020-05-09,JP-10,47,16,0,0,42,0,56,0,0,26,0,17,19,
2020-05-10,JP-10,16,16,0,0,21,0,24,0,0,26,0,34,19,
2020-05-11,JP-10,31,0,0,0,0,8,55,0,0,0,0,35,56,
2020-03-10,JP-11,21,4,16,0,0,19,45,0,0,0,0,43,19,
2020-03-11,JP-11,18,4,5,0,0,39,36,0,0,9,22,6,41,
2020-03-12,JP-11,26,9,11,0,8,17,31,0,0,29,12,20,28,
2020-03-13,JP-11,22,9,0,0,0,22,52,0,0,19,10,19,14,
2020-03-14,JP-11,16,8,5,0,8,23,59,0,0,0,10,6,82,
2020-03-15,JP-11,8,8,0,0,0,34,29,0,0,18,10,36,39,
2020-03-16,JP-11,17,17,5,0,0,48,38,0,0,28,0,38,75,
2020-03-17,JP-11,36,9,11,0,8,20,81,0,0,10,0,13,35,
2020-03-18,JP-11,23,5,0,0,8,14,78,0,0,19,12,27,29,
2020-03-19,JP-11,40,13,5,0,0,39,53,0,0,9,0,26,28,
2020-03-20,JP-11,4,0,5,0,0,34,47,0,0,18,20,6,32,
2020-03-21,JP-11,21,9,11,0,0,24,53,0,0,0,30,18,40,
2020-03-22,JP-11,12,12,10,0,13,23,44,0,0,36,0,30,39,
2020-03-23,JP-11,22,13,5,0,8,16,45,0,0,27,10,18,27,
2020-03-24,JP-11,9,0,0,0,0,17,46,0,0,19,12,26,35,
2020-03-25,JP-11,14,0,0,0,8,9,48,0,0,29,12,13,35,
2020-03-26,JP-11,14,5,11,15,0,17,57,0,42,10,0,27,35,
2020-03-27,JP-11,13,4,0,25,8,18,29,0,0,18,0,12,66,
2020-03-28,JP-11,12,0,0,0,0,25,57,0,0,9,0,22,12,
2020-03-29,JP-11,19,4,0,0,0,22,46,0,0,50,0,27,18,
2020-03-30,JP-11,8,4,10,0,0,10,44,0,0,18,0,24,39,
2020-03-31,JP-11,8,8,16,0,0,16,59,0,0,0,0,18,51,
2020-04-01,JP-11,16,12,10,0,0,18,47,0,0,36,0,12,32,
2020-04-02,JP-11,13,8,16,15,8,56,44,0,0,9,10,48,19,
2020-04-03,JP-11,8,8,0,0,8,18,64,0,0,35,0,12,31,
2020-04-04,JP-11,31,4,5,10,5,37,44,0,0,17,0,22,19,
2020-04-05,JP-11,7,4,13,0,5,23,30,0,0,24,0,27,29,
2020-04-06,JP-11,16,4,19,10,0,12,49,0,0,17,10,22,43,
2020-04-07,JP-11,4,11,18,10,5,12,61,0,0,24,0,33,41,
2020-04-08,JP-11,31,0,18,0,5,14,52,0,0,0,0,33,29,
2020-04-09,JP-11,19,4,0,10,0,26,50,0,0,24,9,5,54,
2020-04-10,JP-11,23,8,5,25,0,14,34,0,0,17,9,33,42,
2020-04-11,JP-11,11,7,13,0,5,16,37,0,0,15,17,32,29,
2020-04-12,JP-11,25,7,5,0,13,44,48,0,0,15,0,31,56,
2020-04-13,JP-11,11,0,0,0,0,16,46,0,0,15,17,21,34,
2020-04-14,JP-11,4,4,13,0,5,33,35,0,0,8,0,21,69,
2020-04-15,JP-11,7,7,8,10,13,23,39,0,0,31,9,21,45,
2020-04-16,JP-11,11,7,0,0,0,22,38,0,31,8,9,36,28,
2020-04-17,JP-11,11,0,0,0,18,13,54,0,0,15,9,15,22,
2020-04-18,JP-11,17,3,4,0,5,28,36,0,0,37,0,25,43,
2020-04-19,JP-11,7,7,5,0,0,31,38,0,0,23,17,36,33,
2020-04-20,JP-11,21,4,8,0,0,22,54,0,0,15,17,45,48,
2020-04-21,JP-11,11,0,5,0,5,31,46,0,0,15,0,10,38,
2020-04-22,JP-11,7,4,0,0,0,24,40,0,0,15,9,26,55,
2020-04-23,JP-11,17,3,8,10,18,28,46,0,0,8,0,0,27,
2020-04-24,JP-11,39,0,5,0,0,7,34,0,0,15,0,10,22,
